mirna	contrast	model	n_targets_total	n_targets_tested	n_targets_DE	n_targets_up	n_targets_down	fisher_odds_ratio	fisher_p_value	mean_target_logFC	median_target_logFC	inferred_activity	mirna_family	mirna_function	spaceflight_relevance	target_genes	de_target_genes	fisher_fdr
miR165	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	0	0	0	0.0	1.0	-0.1919467577691575	-0.09667403425889315	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	0	0	0	0.0	1.0	-0.1919467577691575	-0.09667403425889315	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	Flight_x_HW_VEGGIE_vs_BRIC	factorial	3	3	0	0	0	0.0	1.0	-0.19232037107950842	-0.192975618055395	UNCHANGED	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	0	0	0	0.0	1.0	0.533916970405335	0.4696160869620195	DOWN (targets de-repressed)	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	0	0	0	0.0	1.0	0.09569288814365673	-0.027999111173239548	UNCHANGED	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170		1.0
miR172	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	0	0	0	0.0	1.0	0.08741554794823815	-0.0299810154984292	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	1	0	1	2.8272478887232984	0.3597765951348014	-0.6452459491875796	-0.7978036745104784	UP (targets suppressed)	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310	AT3G15030	1.0
miR393	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	0	0	0	0.0	1.0	0.14542739582667646	0.207373606299814	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	Flight_x_HW_VEGGIE_vs_BRIC	factorial	5	5	0	0	0	0.0	1.0	0.18676202202182288	0.13324369531788	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680		1.0
miR397	Flight_x_HW_VEGGIE_vs_BRIC	factorial	3	3	1	0	1	4.241058122205663	0.2842659497553568	-1.0953859294680497	-0.707904418601334	UP (targets suppressed)	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990	AT2G46570	1.0
miR398	Flight_x_HW_VEGGIE_vs_BRIC	factorial	3	3	0	0	0	0.0	1.0	0.16564930481834703	0.276999249518952	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	Flight_x_HW_VEGGIE_vs_BRIC	factorial	2	2	1	1	0	8.482488822652757	0.19985296877903824	1.0460527103636403	1.0460527103636403	DOWN (targets de-repressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230	AT5G20230	1.0
miR157	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	0	0	0	0.0	1.0	-0.3683081591161773	-0.38723435679453516	UP (targets suppressed)	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
miR158	Flight_x_HW_VEGGIE_vs_BRIC	factorial	2	2	0	0	0	0.0	1.0	-0.019205745114480005	-0.019205745114480005	UNCHANGED	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	Flight_x_HW_VEGGIE_vs_BRIC	factorial	4	4	1	1	0	2.8272478887232984	0.3597765951348014	0.28565581239994564	-0.108787454635043	UNCHANGED	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890	AT1G80840	1.0
miR156	Flight_BRIC_FLT_vs_GC	factorial	8	8	1	1	0	4.7759520587666735	0.21027183912234554	0.4289399864568579	0.392241801864475	DOWN (targets de-repressed)	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550	AT5G50570	1.0
miR159	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	0.06247774762200065	-0.045913490309146196	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	Flight_BRIC_FLT_vs_GC	factorial	3	3	0	0	0	0.0	1.0	-0.3599332034019837	-0.371723317381966	UP (targets suppressed)	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.4004381158973747	-0.534328293169688	UP (targets suppressed)	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.11558586452817306	-0.08966604195074954	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.11558586452817306	-0.08966604195074954	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	Flight_BRIC_FLT_vs_GC	factorial	3	3	0	0	0	0.0	1.0	0.3287147545000386	0.17747124400963	DOWN (targets de-repressed)	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.23989085800809926	-0.25820356649501053	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.24157345460695062	-0.16940087772380102	UNCHANGED	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170		1.0
miR172	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.039052949952808454	-0.0519352836521144	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	0.47744644042236284	0.6137795046428245	DOWN (targets de-repressed)	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	-0.09074688268511819	-0.06521525265260175	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	Flight_BRIC_FLT_vs_GC	factorial	5	5	0	0	0	0.0	1.0	-0.19333260194876908	-0.0911922868251373	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680		1.0
miR397	Flight_BRIC_FLT_vs_GC	factorial	3	3	0	0	0	0.0	1.0	0.11132896232597368	0.294168053040948	UNCHANGED	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	Flight_BRIC_FLT_vs_GC	factorial	3	3	0	0	0	0.0	1.0	-0.11675853865037389	-0.0398103939516376	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	Flight_BRIC_FLT_vs_GC	factorial	2	2	1	0	1	33.43978349120433	0.05730224593141411	-0.9026960980813445	-0.9026960980813445	UP (targets suppressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230	AT5G20230	1.0
miR157	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	0.39124239075996103	0.48472104976979447	DOWN (targets de-repressed)	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
miR158	Flight_BRIC_FLT_vs_GC	factorial	2	2	0	0	0	0.0	1.0	-0.01794745889531605	-0.01794745889531605	UNCHANGED	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	Flight_BRIC_FLT_vs_GC	factorial	4	4	0	0	0	0.0	1.0	0.015050364982921505	-0.0459454664668815	UNCHANGED	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	Organ_organ_simpleleaf	factorial	8	8	0	0	0	0.0	1.0	-0.29346249684664544	-0.2240500487298352	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550		1.0
miR159	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	-0.2130037410666118	-0.06858134028551001	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	Organ_organ_simpleleaf	factorial	3	3	0	0	0	0.0	1.0	0.09219102302210624	0.0945450991219924	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	0.15470164687266175	0.031395853778932004	UNCHANGED	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	-0.3679252864776272	-0.279071716488878	UP (targets suppressed)	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	-0.3679252864776272	-0.279071716488878	UP (targets suppressed)	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	Organ_organ_simpleleaf	factorial	3	3	0	0	0	0.0	1.0	-0.225220729747873	-0.371548002700046	UNCHANGED	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	-0.36606886679921535	-0.4086272858716055	UP (targets suppressed)	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	Organ_organ_simpleleaf	factorial	4	4	1	1	0	28.918390804597703	0.04495565375277483	0.671413017652041	0.3134639100743639	DOWN (targets de-repressed)	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170	AT3G60150	1.0
miR172	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	0.1218640280765552	0.12693314599671415	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	0.15369568655053548	0.18072320764422733	UNCHANGED	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	0.3313300947167775	0.1830836151155455	DOWN (targets de-repressed)	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	Organ_organ_simpleleaf	factorial	5	5	0	0	0	0.0	1.0	0.2968298572771743	0.420055061084439	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680		1.0
miR397	Organ_organ_simpleleaf	factorial	3	3	0	0	0	0.0	1.0	-0.6503439724741603	-0.34138024014512	UP (targets suppressed)	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	Organ_organ_simpleleaf	factorial	3	3	0	0	0	0.0	1.0	0.030165082128905108	0.0004035187452123	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	Organ_organ_simpleleaf	factorial	2	2	0	0	0	0.0	1.0	0.8322152967606545	0.8322152967606545	DOWN (targets de-repressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230		1.0
miR157	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	-0.1623179101530456	-0.2240500487298352	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
miR158	Organ_organ_simpleleaf	factorial	2	2	0	0	0	0.0	1.0	-0.3248733111348031	-0.3248733111348031	UP (targets suppressed)	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	Organ_organ_simpleleaf	factorial	4	4	0	0	0	0.0	1.0	0.29435244653417963	0.255836402337021	UNCHANGED	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	Organ_organ_simpleroot	factorial	8	8	0	0	0	0.0	1.0	-0.036547721480801654	-0.20264054715846436	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550		1.0
miR159	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	-0.25435367906944145	-0.2580410453692751	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	Organ_organ_simpleroot	factorial	3	3	0	0	0	0.0	1.0	0.14030898212042753	0.129552296943487	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	0.15239980888299073	0.09104564752003298	UNCHANGED	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	-0.2153751912383129	-0.2320298340096985	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	-0.2153751912383129	-0.2320298340096985	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	Organ_organ_simpleroot	factorial	3	3	0	0	0	0.0	1.0	-0.19428666731705332	-0.158766847526579	UNCHANGED	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	-0.29405841653473275	-0.360139002703657	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	0.15847161832433043	0.14271095548260285	UNCHANGED	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170		1.0
miR172	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	0.22050379247104038	0.25451385113588	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	0.375724821517286	0.384484173912735	DOWN (targets de-repressed)	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	0.2451412645857438	0.049050945533924944	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	Organ_organ_simpleroot	factorial	5	5	0	0	0	0.0	1.0	0.2119629393153625	0.290875290005702	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680		1.0
miR397	Organ_organ_simpleroot	factorial	3	3	0	0	0	0.0	1.0	-0.2628186832656025	-0.191268813034436	UNCHANGED	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	Organ_organ_simpleroot	factorial	3	3	0	0	0	0.0	1.0	0.04722054847598866	0.223442223507029	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	Organ_organ_simpleroot	factorial	2	2	0	0	0	0.0	1.0	-0.0807873546812335	-0.0807873546812335	UNCHANGED	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230		1.0
miR157	Organ_organ_simpleroot	factorial	4	4	0	0	0	0.0	1.0	-0.12730204000411333	-0.26806233998782464	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
